sample_idx,k_4,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20,k_21,k_22,k_23
223,3,4,3,5,2,5,5,9,1,7,7,3,4,4,1,13,16,14,1,3
224,3,4,5,3,1,1,5,9,9,4,7,3,4,1,1,1,16,14,4,3
225,3,0,5,3,1,1,8,5,9,4,7,3,4,1,5,1,16,14,4,3
226,2,0,5,3,1,1,8,5,9,4,3,6,13,1,5,1,13,14,2,4
227,2,3,2,2,7,4,6,4,3,1,1,1,1,14,10,0,18,6,12,2
228,2,3,2,2,7,4,6,4,3,1,1,1,1,14,10,0,18,20,12,2
229,2,0,5,3,1,1,8,5,9,10,11,7,13,9,5,2,13,1,2,2
230,2,0,5,3,1,1,8,5,6,10,11,7,14,9,0,2,5,1,2,2
231,2,0,5,3,1,1,8,5,6,10,11,7,14,9,0,2,5,1,19,20
232,2,0,2,3,7,4,8,4,3,1,1,6,1,14,10,0,18,6,2,2
233,2,0,5,3,1,1,8,5,9,10,3,6,13,14,10,2,13,1,2,2
234,2,0,5,0,5,4,6,4,6,10,11,7,14,9,0,2,5,1,2,20
235,2,0,5,0,5,7,8,1,6,10,11,7,14,9,0,2,5,1,5,20
236,1,1,1,0,5,7,2,1,6,11,4,7,14,9,0,2,5,1,5,20
237,1,1,1,0,5,7,2,1,6,10,11,7,14,9,0,2,5,1,19,20
238,1,3,1,0,5,4,6,4,6,1,1,7,14,9,0,2,5,1,12,2
239,2,3,2,2,7,4,0,4,3,1,1,6,1,14,10,0,18,20,12,12
240,1,3,2,2,5,4,6,4,3,1,1,7,14,9,0,2,18,6,12,2
241,2,0,5,3,1,4,6,4,6,10,11,7,14,9,0,2,5,6,2,2
242,2,0,5,3,1,1,8,5,6,10,11,7,14,9,0,2,5,1,2,2
243,2,0,5,3,1,4,8,5,9,1,3,6,13,14,10,0,13,20,2,4
244,2,0,2,2,7,4,6,4,3,1,1,6,1,14,10,0,18,20,2,2
245,2,0,2,2,7,4,6,4,3,1,1,6,1,14,10,0,18,20,2,2
246,2,0,2,2,1,4,6,4,3,1,1,7,1,9,0,2,18,1,2,2
247,2,0,5,3,1,1,8,5,9,4,3,6,13,9,0,2,13,1,2,4
248,2,3,2,2,7,4,6,4,3,1,1,1,1,9,10,2,18,6,12,2
249,2,0,2,2,7,4,6,4,3,1,1,7,1,9,10,2,18,6,2,2
250,2,0,5,3,1,1,8,5,9,10,11,7,13,14,5,2,12,6,2,2
251,2,0,5,3,1,4,8,4,6,10,11,7,1,9,0,2,18,6,2,2
252,1,3,2,2,7,7,6,0,0,2,9,1,5,11,7,14,15,16,7,1
253,1,1,0,1,3,2,3,3,10,2,9,13,5,0,7,4,15,16,14,1
254,2,3,2,2,7,4,6,4,3,1,1,1,1,11,10,0,18,6,12,12
