sample_idx,patient_id,condition,task,electrode,file_path,cluster_hierarchical_minus101,silhouette,contact_name,patient,name,hemi,x,y,z,is_wm
200,EL030,reading,LM,A_L3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_A_L3_TN.npy,4,0.73886514,AL3,EL030,AL3,L,-26.15047645568848,-3.044088125228882,-21.01518821716309,0.0
203,EL030,reading,LM,A_L6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_A_L6_TN.npy,4,0.7483552,AL6,,,,,,,
204,EL030,reading,LM,A_L7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_A_L7_TN.npy,4,0.6493861,AL7,,,,,,,
205,EL030,reading,LM,A_L8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_A_L8_TN.npy,4,0.7626597,AL8,,,,,,,
206,EL030,reading,LM,A_L9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_A_L9_TN.npy,4,0.76484513,AL9,EL030,AL9,L,-51.742713928222656,-2.652682065963745,-23.456254959106445,0.0
211,EL030,reading,LM,A_R14,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_A_R14_TN.npy,4,0.6328724,AR14,EL030,AR14,R,64.65860748291016,-4.897129058837891,-22.837383270263672,0.0
212,EL030,reading,LM,A_R15,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_A_R15_TN.npy,4,0.67243457,AR15,EL030,AR15,R,60.29244995117188,0.8859008550643921,-28.91887855529785,0.0
221,EL030,reading,LM,aH_L10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_aH_L10_TN.npy,4,0.6963295,AHL10,EL030,AHL10,L,-58.8060188293457,-15.251161575317385,-26.56548500061035,0.0
222,EL030,reading,LM,aH_L11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_aH_L11_TN.npy,4,0.7324612,AHL11,EL030,AHL11,L,-63.34803009033203,-12.519172668457031,-24.0849666595459,0.0
223,EL030,reading,LM,aH_L12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_aH_L12_TN.npy,4,0.760933,AHL12,EL030,AHL12,L,-63.7901611328125,-12.230712890625,-23.1871395111084,0.0
227,EL030,reading,LM,aH_L4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_aH_L4_TN.npy,4,0.660399,AHL4,EL030,AHL4,L,-40.0982666015625,-18.88762664794922,-25.07559585571289,0.0
229,EL030,reading,LM,aH_L6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_aH_L6_TN.npy,4,0.67437494,AHL6,,,,,,,
230,EL030,reading,LM,aH_L7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_aH_L7_TN.npy,4,0.63822454,AHL7,EL030,AHL7,L,-54.4617919921875,-18.21951103210449,-28.17398452758789,0.0
231,EL030,reading,LM,aH_L8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_aH_L8_TN.npy,4,0.75899506,AHL8,EL030,AHL8,L,-54.10639572143555,-16.088459014892578,-26.46830368041992,0.0
232,EL030,reading,LM,aH_L9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_aH_L9_TN.npy,4,0.292001,AHL9,EL030,AHL9,L,-58.28828811645508,-14.678634643554688,-26.532495498657227,0.0
233,EL030,reading,LM,aH_R10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_aH_R10_TN.npy,7,0.33210754,AHR10,EL030,AHR10,R,58.84610748291016,-22.03026962280273,-23.286474227905277,0.0
235,EL030,reading,LM,aH_R12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_aH_R12_TN.npy,7,0.42374605,AHR12,EL030,AHR12,R,60.28218460083008,-24.06949615478516,-21.49557113647461,0.0
236,EL030,reading,LM,aH_R13,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_aH_R13_TN.npy,7,0.42748764,AHR13,EL030,AHR13,R,62.59432220458984,-23.976390838623047,-20.985374450683597,0.0
237,EL030,reading,LM,aH_R14,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_aH_R14_TN.npy,7,0.4382421,AHR14,EL030,AHR14,R,62.45134353637695,-25.65353775024414,-20.02063751220703,0.0
238,EL030,reading,LM,aH_R15,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_aH_R15_TN.npy,4,0.7642813,AHR15,EL030,AHR15,R,64.07130432128906,-24.90435218811035,-19.98405647277832,0.0
251,EL030,reading,LM,EntG_R15,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_EntG_R15_TN.npy,4,0.75763774,ENTGR15,EL030,ENTGR15,R,57.42598724365234,-27.56758689880371,-22.75320625305176,0.0
252,EL030,reading,LM,EntG_R16,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_EntG_R16_TN.npy,4,0.7592772,ENTGR16,EL030,ENTGR16,R,56.7196159362793,-26.964223861694336,-21.855581283569336,0.0
253,EL030,reading,LM,EntG_R17,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_EntG_R17_TN.npy,4,0.7164549,ENTGR17,EL030,ENTGR17,R,56.7196159362793,-26.964223861694336,-21.855581283569336,0.0
263,EL030,reading,LM,pH_R10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_pH_R10_TN.npy,4,0.7733054,PHR10,EL030,PHR10,R,55.07518768310547,-29.768291473388672,-20.32766342163086,0.0
264,EL030,reading,LM,pH_R11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_pH_R11_TN.npy,4,0.7147441,PHR11,EL030,PHR11,R,55.58832931518555,-28.27767944335937,-20.61090850830078,0.0
265,EL030,reading,LM,pH_R12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_pH_R12_TN.npy,4,0.760558,PHR12,EL030,PHR12,R,55.99309539794922,-27.642406463623047,-21.031517028808597,0.0
275,EL030,reading,LM,pHG_R11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_pHG_R11_TN.npy,4,0.74382496,PHGR11,EL030,PHGR11,R,60.24047088623047,-49.44618988037109,-14.926365852355955,0.0
276,EL030,reading,LM,pHG_R12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_pHG_R12_TN.npy,9,0.082865596,PHGR12,EL030,PHGR12,R,58.17194747924805,-50.468292236328125,-12.838595390319824,0.0
277,EL030,reading,LM,pHG_R13,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_pHG_R13_TN.npy,9,0.14784451,PHGR13,EL030,PHGR13,R,58.25762176513672,-52.14985275268555,-12.63962745666504,0.0
278,EL030,reading,LM,pHG_R14,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_pHG_R14_TN.npy,9,-0.10760871,PHGR14,EL030,PHGR14,R,58.00897979736328,-54.46185302734375,-10.769987106323242,0.0
279,EL030,reading,LM,pHG_R15,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_pHG_R15_TN.npy,8,0.439061,PHGR15,EL030,PHGR15,R,58.04582977294922,-55.08034133911133,-10.281335830688477,0.0
333,EL035,audio,LM,aI_R5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\audio\EL035_audio_WM_ERSP_aI_R5_TN.npy,8,0.4495809,AIR5,,,,,,,
394,EL035,audio,LM,TTG_R1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\audio\EL035_audio_WM_ERSP_TTG_R1_TN.npy,8,0.42662352,TTGR1,EL035,TTGR1,R,43.86701202392578,-19.84731674194336,-1.491437315940857,0.0
395,EL035,audio,LM,TTG_R2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\audio\EL035_audio_WM_ERSP_TTG_R2_TN.npy,4,0.65758955,TTGR2,EL035,TTGR2,R,45.675331115722656,-17.692480087280273,-1.7743775844573977,0.0
396,EL035,audio,LM,TTG_R3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\audio\EL035_audio_WM_ERSP_TTG_R3_TN.npy,4,0.7010095,TTGR3,,,,,,,
397,EL035,audio,LM,TTG_R4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\audio\EL035_audio_WM_ERSP_TTG_R4_TN.npy,4,0.54981667,TTGR4,EL035,TTGR4,R,55.692649841308594,-14.341768264770508,-8.886629104614258,0.0
398,EL035,audio,LM,TTG_R5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\audio\EL035_audio_WM_ERSP_TTG_R5_TN.npy,4,0.5829446,TTGR5,EL035,TTGR5,R,57.7373275756836,-13.593462944030762,-7.418370246887207,0.0
399,EL035,audio,LM,TTG_R6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\audio\EL035_audio_WM_ERSP_TTG_R6_TN.npy,4,0.6305264,TTGR6,EL035,TTGR6,R,62.8120002746582,-9.5447416305542,3.5058326721191406,0.0
401,EL035,picture,LM,A_L10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_A_L10_TN.npy,4,-0.19098009,AL10,EL035,AL10,L,-56.323486328125,1.925857782363892,-25.11310577392578,0.0
402,EL035,picture,LM,A_L11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_A_L11_TN.npy,9,0.0792516,AL11,EL035,AL11,L,-55.546630859375,3.859715223312378,-26.926448822021484,0.0
403,EL035,picture,LM,A_L12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_A_L12_TN.npy,9,0.13249788,AL12,EL035,AL12,L,-54.76454925537109,4.309704780578613,-27.426855087280277,0.0
411,EL035,picture,LM,A_L9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_A_L9_TN.npy,9,0.086785264,AL9,EL035,AL9,L,-57.533668518066406,-0.8038527369499207,-23.57004165649414,0.0
414,EL035,picture,LM,A_R12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_A_R12_TN.npy,4,0.6649317,AR12,EL035,AR12,R,56.6628532409668,-5.044512271881104,-32.883148193359375,0.0
421,EL035,picture,LM,aH_L10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_aH_L10_TN.npy,4,0.6291609,AHL10,EL035,AHL10,L,-65.72213745117188,-25.059600830078125,-19.176624298095703,0.0
422,EL035,picture,LM,aH_L11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_aH_L11_TN.npy,4,0.56627315,AHL11,EL035,AHL11,L,-67.84253692626953,-26.14803695678711,-17.021060943603516,0.0
441,EL035,picture,LM,aH_R9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_aH_R9_TN.npy,2,0.45424417,AHR9,EL035,AHR9,R,54.33098602294922,-15.772134780883787,-26.71565818786621,0.0
445,EL035,picture,LM,aI_R4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_aI_R4_TN.npy,2,0.69907236,AIR4,,,,,,,
446,EL035,picture,LM,aI_R5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_aI_R5_TN.npy,2,0.6888261,AIR5,,,,,,,
453,EL035,picture,LM,EntG_R10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_EntG_R10_TN.npy,4,0.3562613,ENTGR10,EL035,ENTGR10,R,52.86760330200195,-9.869181632995604,-29.19023704528809,0.0
454,EL035,picture,LM,EntG_R11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_EntG_R11_TN.npy,4,0.62689465,ENTGR11,EL035,ENTGR11,R,56.721778869628906,-9.412352561950684,-29.534259796142575,0.0
455,EL035,picture,LM,EntG_R12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_EntG_R12_TN.npy,4,0.54754317,ENTGR12,EL035,ENTGR12,R,61.8835563659668,-8.423032760620117,-28.79636573791504,0.0
463,EL035,picture,LM,EntG_R9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_EntG_R9_TN.npy,4,0.5449422,ENTGR9,EL035,ENTGR9,R,50.60645294189453,-9.835533142089844,-31.49319076538086,0.0
510,EL035,picture,LM,TTG_R4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_TTG_R4_TN.npy,4,0.48834455,TTGR4,EL035,TTGR4,R,55.692649841308594,-14.341768264770508,-8.886629104614258,0.0
534,EL035,reading,LM,aH_L10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\reading\EL035_reading_WM_ERSP_aH_L10_TN.npy,4,0.5777444,AHL10,EL035,AHL10,L,-65.72213745117188,-25.059600830078125,-19.176624298095703,0.0
535,EL035,reading,LM,aH_L11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\reading\EL035_reading_WM_ERSP_aH_L11_TN.npy,4,0.6641088,AHL11,EL035,AHL11,L,-67.84253692626953,-26.14803695678711,-17.021060943603516,0.0
559,EL035,reading,LM,aI_R5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\reading\EL035_reading_WM_ERSP_aI_R5_TN.npy,4,0.6801127,AIR5,,,,,,,
623,EL035,reading,LM,TTG_R4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\reading\EL035_reading_WM_ERSP_TTG_R4_TN.npy,9,-0.11492465,TTGR4,EL035,TTGR4,R,55.692649841308594,-14.341768264770508,-8.886629104614258,0.0
761,EL037,picture,LM,aI_L10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\picture\EL037_picture_WM_ERSP_aI_L10_TN.npy,8,0.358785,AIL10,,,,,,,
829,EL037,reading,LM,A_R10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_A_R10_TN.npy,8,0.30705914,AR10,EL037,AR10,R,50.688812255859375,-9.231406211853027,-30.414575576782227,0.0
873,EL037,reading,LM,EntG_L11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL037\LM\ERSP_matrix\reading\EL037_reading_WM_ERSP_EntG_L11_TN.npy,4,0.7212573,ENTGL11,EL037,ENTGL11,L,-60.70917892456055,-11.865965843200684,-27.087331771850582,0.0
993,EL038,picture,LM,A_L1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\picture\EL038_picture_WM_ERSP_A_L1_TN.npy,4,0.6102342,AL1,EL038,AL1,L,-27.249237060546875,-12.211923599243164,-24.103914260864254,0.0
996,EL038,picture,LM,A_L8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\picture\EL038_picture_WM_ERSP_A_L8_TN.npy,4,0.65169364,AL8,EL038,AL8,L,-50.6001205444336,-11.933523178100586,-29.05453109741211,0.0
1018,EL038,picture,LM,aI_R7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\picture\EL038_picture_WM_ERSP_aI_R7_TN.npy,4,0.6750559,AIR7,,,,,,,
1019,EL038,picture,LM,aI_R8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\picture\EL038_picture_WM_ERSP_aI_R8_TN.npy,4,0.22886355,AIR8,,,,,,,
1032,EL038,picture,LM,LinG_R6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\picture\EL038_picture_WM_ERSP_LinG_R6_TN.npy,4,-0.06712656,LINGR6,EL038,LINGR6,R,35.28443908691406,-38.122314453125,-13.157931327819824,0.0
1033,EL038,picture,LM,LinG_R7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\picture\EL038_picture_WM_ERSP_LinG_R7_TN.npy,9,0.04146383,LINGR7,,,,,,,
1034,EL038,picture,LM,LinG_R8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\picture\EL038_picture_WM_ERSP_LinG_R8_TN.npy,4,0.6274907,LINGR8,EL038,LINGR8,R,43.331485748291016,-40.522987365722656,-20.81112289428711,0.0
1041,EL038,picture,LM,OF_R6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\picture\EL038_picture_WM_ERSP_OF_R6_TN.npy,4,0.6361745,OFR6,EL038,OFR6,R,23.3316593170166,30.98223304748535,-13.081045150756836,0.0
1042,EL038,picture,LM,OF_R7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\picture\EL038_picture_WM_ERSP_OF_R7_TN.npy,4,0.540438,OFR7,EL038,OFR7,R,24.51469039916992,31.810443878173828,-12.238767623901367,0.0
1056,EL038,picture,LM,pH_R1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\picture\EL038_picture_WM_ERSP_pH_R1_TN.npy,4,0.4626463,PHR1,EL038,PHR1,R,20.684606552124023,-33.52785110473633,-7.515337944030762,0.0
1057,EL038,picture,LM,pH_R2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL038\LM\ERSP_matrix\picture\EL038_picture_WM_ERSP_pH_R2_TN.npy,4,0.47791198,PHR2,EL038,PHR2,R,31.273483276367188,-20.939355850219727,-18.168109893798828,0.0
