sample_idx,patient_id,condition,task,electrode,file_path,cluster_kmeans_hg,silhouette
4529,PAT_3965,audio,LM,hpd10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_hpd10_TN.npy,1,0.09832744
4530,PAT_3965,audio,LM,hpd11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_hpd11_TN.npy,1,0.08926905
4531,PAT_3965,audio,LM,hpd12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_hpd12_TN.npy,1,0.10108627
4532,PAT_3965,audio,LM,hpd1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_hpd1_TN.npy,6,0.11930438
4533,PAT_3965,audio,LM,hpd2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_hpd2_TN.npy,6,0.1677226
4534,PAT_3965,audio,LM,hpd3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_hpd3_TN.npy,6,0.16748369
4535,PAT_3965,audio,LM,hpd4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_hpd4_TN.npy,6,0.12734288
4536,PAT_3965,audio,LM,hpd6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_hpd6_TN.npy,6,0.06485308
4537,PAT_3965,audio,LM,hpd7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_hpd7_TN.npy,1,0.05741757
4538,PAT_3965,audio,LM,hpd8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_hpd8_TN.npy,1,0.09854228
4539,PAT_3965,audio,LM,hpd9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_hpd9_TN.npy,1,0.11545167
4540,PAT_3965,audio,LM,hpg10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_hpg10_TN.npy,7,-0.041194394
4541,PAT_3965,audio,LM,hpg11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_hpg11_TN.npy,7,0.018664746
4542,PAT_3965,audio,LM,hpg1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_hpg1_TN.npy,6,0.07797118
4543,PAT_3965,audio,LM,hpg2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_hpg2_TN.npy,1,0.034885872
4544,PAT_3965,audio,LM,hpg3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_hpg3_TN.npy,1,0.058259368
4545,PAT_3965,audio,LM,hpg4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_hpg4_TN.npy,6,0.102910586
4546,PAT_3965,audio,LM,hpg5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_hpg5_TN.npy,4,-0.0026892459
4547,PAT_3965,audio,LM,hpg6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_hpg6_TN.npy,4,0.017184611
4548,PAT_3965,audio,LM,hpg7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_hpg7_TN.npy,4,0.018762166
4549,PAT_3965,audio,LM,hpg8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_hpg8_TN.npy,7,-0.13925526
4550,PAT_3965,audio,LM,hpg9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_hpg9_TN.npy,7,-0.0863025
4551,PAT_3965,audio,LM,iad10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iad10_TN.npy,6,0.13774902
4552,PAT_3965,audio,LM,iad11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iad11_TN.npy,6,0.09534928
4553,PAT_3965,audio,LM,iad12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iad12_TN.npy,6,0.14911704
4554,PAT_3965,audio,LM,iad13,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iad13_TN.npy,2,-0.0041020303
4555,PAT_3965,audio,LM,iad14,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iad14_TN.npy,2,0.10405232
4556,PAT_3965,audio,LM,iad17,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iad17_TN.npy,2,-0.052624706
4557,PAT_3965,audio,LM,iad18,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iad18_TN.npy,2,0.1447626
4558,PAT_3965,audio,LM,iad2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iad2_TN.npy,2,-0.020262906
4559,PAT_3965,audio,LM,iad3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iad3_TN.npy,6,0.2006054
4560,PAT_3965,audio,LM,iad4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iad4_TN.npy,6,0.20243782
4561,PAT_3965,audio,LM,iad9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iad9_TN.npy,6,0.1601567
4562,PAT_3965,audio,LM,iag10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iag10_TN.npy,6,0.071096525
4563,PAT_3965,audio,LM,iag11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iag11_TN.npy,6,0.16892211
4564,PAT_3965,audio,LM,iag12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iag12_TN.npy,6,0.022159401
4565,PAT_3965,audio,LM,iag14,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iag14_TN.npy,6,0.0011215259
4566,PAT_3965,audio,LM,iag15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iag15_TN.npy,1,0.048233066
4567,PAT_3965,audio,LM,iag17,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iag17_TN.npy,6,0.15438433
4568,PAT_3965,audio,LM,iag18,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iag18_TN.npy,6,0.008268591
4569,PAT_3965,audio,LM,iag1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iag1_TN.npy,6,0.1280222
4570,PAT_3965,audio,LM,iag2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iag2_TN.npy,6,0.18271519
4571,PAT_3965,audio,LM,iag3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iag3_TN.npy,6,0.092418835
4572,PAT_3965,audio,LM,iag4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iag4_TN.npy,1,0.19995649
4573,PAT_3965,audio,LM,iag5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iag5_TN.npy,1,0.1552854
4574,PAT_3965,audio,LM,iag6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iag6_TN.npy,1,0.16378355
4575,PAT_3965,audio,LM,iag8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iag8_TN.npy,1,0.052050643
4576,PAT_3965,audio,LM,iag9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_iag9_TN.npy,6,0.0537445
4577,PAT_3965,audio,LM,imd10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_imd10_TN.npy,2,-0.054249544
4578,PAT_3965,audio,LM,imd12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_imd12_TN.npy,2,0.18624224
4579,PAT_3965,audio,LM,imd13,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_imd13_TN.npy,2,0.15946251
4580,PAT_3965,audio,LM,imd14,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_imd14_TN.npy,2,0.12504038
4581,PAT_3965,audio,LM,imd15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_imd15_TN.npy,2,-0.06402463
4582,PAT_3965,audio,LM,imd1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_imd1_TN.npy,1,0.10253607
4583,PAT_3965,audio,LM,imd2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_imd2_TN.npy,6,0.16696872
4584,PAT_3965,audio,LM,imd3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_imd3_TN.npy,6,0.13253976
4585,PAT_3965,audio,LM,imd5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_imd5_TN.npy,4,0.022656454
4586,PAT_3965,audio,LM,imd6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_imd6_TN.npy,6,0.21267304
4587,PAT_3965,audio,LM,imd7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_imd7_TN.npy,6,0.15609469
4588,PAT_3965,audio,LM,imd8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_imd8_TN.npy,6,0.122497834
4589,PAT_3965,audio,LM,imd9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_imd9_TN.npy,2,-0.071366094
4590,PAT_3965,audio,LM,img10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_img10_TN.npy,1,0.13334759
4591,PAT_3965,audio,LM,img11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_img11_TN.npy,4,-0.02816631
4592,PAT_3965,audio,LM,img12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_img12_TN.npy,1,0.11444276
4593,PAT_3965,audio,LM,img13,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_img13_TN.npy,1,0.14337352
4594,PAT_3965,audio,LM,img14,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_img14_TN.npy,1,0.14452575
4595,PAT_3965,audio,LM,img15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_img15_TN.npy,1,0.088419914
4596,PAT_3965,audio,LM,img17,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_img17_TN.npy,1,0.0613355
4597,PAT_3965,audio,LM,img1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_img1_TN.npy,4,-0.046803612
4598,PAT_3965,audio,LM,img2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_img2_TN.npy,1,0.13078842
4599,PAT_3965,audio,LM,img4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_img4_TN.npy,4,0.01769104
4600,PAT_3965,audio,LM,img5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_img5_TN.npy,4,0.14241216
4601,PAT_3965,audio,LM,img6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_img6_TN.npy,4,0.06957738
4602,PAT_3965,audio,LM,img7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_img7_TN.npy,4,-0.042898435
4603,PAT_3965,audio,LM,pod2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_pod2_TN.npy,1,0.11728802
4604,PAT_3965,audio,LM,pod3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_pod3_TN.npy,6,0.15470281
4605,PAT_3965,audio,LM,pod4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_pod4_TN.npy,6,0.1747148
4606,PAT_3965,audio,LM,pod5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_pod5_TN.npy,6,0.16245371
4607,PAT_3965,audio,LM,pog2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_pog2_TN.npy,6,0.10663494
4608,PAT_3965,audio,LM,pog4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_pog4_TN.npy,1,0.042822476
4609,PAT_3965,audio,LM,pog5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\audio\PAT_3965_audio_WM_ERSP_pog5_TN.npy,6,0.057007834
4610,PAT_3965,picture,LM,ad10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_ad10_TN.npy,0,0.30740276
4611,PAT_3965,picture,LM,ad1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_ad1_TN.npy,2,0.01781181
4612,PAT_3965,picture,LM,ad2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_ad2_TN.npy,2,0.03240714
4613,PAT_3965,picture,LM,ad3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_ad3_TN.npy,2,0.14115082
4614,PAT_3965,picture,LM,ad4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_ad4_TN.npy,2,0.17118113
4615,PAT_3965,picture,LM,ad5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_ad5_TN.npy,0,0.020559654
4616,PAT_3965,picture,LM,ad6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_ad6_TN.npy,0,0.14405829
4617,PAT_3965,picture,LM,ad7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_ad7_TN.npy,0,0.2541877
4618,PAT_3965,picture,LM,ad8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_ad8_TN.npy,0,0.28307125
4619,PAT_3965,picture,LM,ag10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_ag10_TN.npy,5,0.037592676
4620,PAT_3965,picture,LM,ag1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_ag1_TN.npy,1,0.16061363
4621,PAT_3965,picture,LM,ag2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_ag2_TN.npy,6,0.05538072
4622,PAT_3965,picture,LM,ag3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_ag3_TN.npy,6,0.06604495
4623,PAT_3965,picture,LM,ag4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_ag4_TN.npy,9,0.10534711
4624,PAT_3965,picture,LM,ag5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_ag5_TN.npy,9,0.14885771
4625,PAT_3965,picture,LM,ag6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_ag6_TN.npy,9,0.13185911
4626,PAT_3965,picture,LM,ag7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_ag7_TN.npy,5,-0.06030476
4627,PAT_3965,picture,LM,ag8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_ag8_TN.npy,9,0.14298004
4628,PAT_3965,picture,LM,ag9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_ag9_TN.npy,5,0.0469074
4629,PAT_3965,picture,LM,cad10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_cad10_TN.npy,6,0.09393079
4630,PAT_3965,picture,LM,cad11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_cad11_TN.npy,6,0.15909596
4631,PAT_3965,picture,LM,cad12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_cad12_TN.npy,2,0.06432478
4632,PAT_3965,picture,LM,cad1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_cad1_TN.npy,1,0.027922563
4633,PAT_3965,picture,LM,cad2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_cad2_TN.npy,6,0.122366376
4634,PAT_3965,picture,LM,cad3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_cad3_TN.npy,6,0.13314721
4635,PAT_3965,picture,LM,cad4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_cad4_TN.npy,1,0.05468582
4636,PAT_3965,picture,LM,cad5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_cad5_TN.npy,6,-0.0028801332
4637,PAT_3965,picture,LM,cad6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_cad6_TN.npy,6,0.017893815
4638,PAT_3965,picture,LM,cad8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_cad8_TN.npy,6,0.18022965
4639,PAT_3965,picture,LM,cad9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_cad9_TN.npy,2,-0.029576452
4640,PAT_3965,picture,LM,cag10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_cag10_TN.npy,1,0.13075167
4641,PAT_3965,picture,LM,cag11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_cag11_TN.npy,1,0.15007633
4642,PAT_3965,picture,LM,cag12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_cag12_TN.npy,1,0.08645371
4643,PAT_3965,picture,LM,cag1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_cag1_TN.npy,1,0.14521724
4644,PAT_3965,picture,LM,cag4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_cag4_TN.npy,1,0.030611644
4645,PAT_3965,picture,LM,cag6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_cag6_TN.npy,1,0.030112138
4646,PAT_3965,picture,LM,cag7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_cag7_TN.npy,1,0.10773163
4647,PAT_3965,picture,LM,cag9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_cag9_TN.npy,1,0.13735898
4648,PAT_3965,picture,LM,cmd10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_cmd10_TN.npy,1,0.047200214
4649,PAT_3965,picture,LM,cmd1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_cmd1_TN.npy,6,0.10343926
4650,PAT_3965,picture,LM,cmd2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_cmd2_TN.npy,1,0.045630563
4651,PAT_3965,picture,LM,cmd4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_cmd4_TN.npy,1,0.0415453
4652,PAT_3965,picture,LM,cmd5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_cmd5_TN.npy,1,0.17200659
4653,PAT_3965,picture,LM,cmd6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3965\LM\ERSP_matrix\picture\PAT_3965_picture_WM_ERSP_cmd6_TN.npy,1,0.09337226
