sample_idx,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20
528,1,10,5,9,10,1,3,5,13,16,3
529,1,10,5,9,10,1,3,5,13,16,18
530,9,0,6,2,4,9,7,5,1,16,3
531,1,0,5,9,4,9,3,5,1,16,3
532,1,10,5,9,4,1,3,5,1,16,3
533,4,3,3,4,9,3,3,5,13,16,3
534,4,3,3,4,9,3,3,12,13,16,15
535,3,6,9,1,5,7,10,9,2,10,18
536,1,10,5,9,2,1,3,5,13,16,3
537,1,10,5,9,9,1,3,5,13,16,3
538,4,3,3,4,9,3,3,12,13,16,3
539,4,3,3,4,9,3,3,12,13,16,3
540,4,3,3,4,9,3,3,12,13,16,18
541,9,0,6,12,4,9,7,14,1,1,2
542,9,0,6,2,4,9,7,14,1,1,2
543,7,0,0,2,4,9,7,14,1,1,2
544,7,0,0,2,4,5,6,5,1,12,19
545,1,10,5,9,2,1,1,5,15,2,18
546,1,10,5,9,2,1,3,5,13,16,3
547,1,10,5,9,2,1,1,7,15,2,19
548,1,10,5,9,2,1,1,5,15,2,19
549,5,1,8,7,1,14,9,11,14,4,9
550,7,0,0,2,4,5,6,14,4,12,2
551,5,1,8,7,1,14,9,11,14,4,9
552,5,4,2,6,1,14,9,2,14,3,14
553,7,0,0,2,4,9,6,14,4,1,2
554,5,4,2,6,7,8,2,2,3,3,14
555,9,0,6,12,6,9,7,14,5,1,2
556,1,10,5,9,2,1,3,5,13,16,3
557,5,1,8,7,1,14,9,11,14,4,9
558,5,4,2,6,7,14,9,2,14,4,9
559,5,4,2,6,7,8,2,2,3,13,11
560,5,4,2,6,7,8,2,2,3,13,11
561,2,4,4,3,13,2,4,4,6,14,7
562,5,4,2,6,7,8,2,2,3,13,11
563,1,10,5,9,2,1,3,5,13,2,3
564,4,3,3,4,9,3,14,12,11,18,6
565,3,6,9,1,5,7,10,9,2,10,10
566,3,6,9,1,5,7,10,9,2,10,10
567,7,0,0,2,4,9,6,14,4,12,2
568,7,0,0,2,4,9,6,14,4,12,2
569,7,0,0,2,4,9,7,14,1,1,2
