sample_idx,patient_id,condition,task,electrode,file_path,keep_for_clustering,leaf_label,cluster_hc_blob_k20_average
1812,EL042,audio,LM,EntG_R7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\audio\EL042_audio_WM_ERSP_EntG_R7_TN.npy,True,EL042_EntG_R7_audio,15
1846,EL042,audio,LM,STG_R6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\audio\EL042_audio_WM_ERSP_STG_R6_TN.npy,True,EL042_STG_R6_audio,19
1905,EL042,picture,LM,aI_R17,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_aI_R17_TN.npy,True,EL042_aI_R17_picture,15
1906,EL042,picture,LM,aI_R18,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_aI_R18_TN.npy,True,EL042_aI_R18_picture,13
1923,EL042,picture,LM,EntG_R7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_EntG_R7_TN.npy,True,EL042_EntG_R7_picture,15
1924,EL042,picture,LM,EntG_R8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_EntG_R8_TN.npy,True,EL042_EntG_R8_picture,13
1925,EL042,picture,LM,EntG_R9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_EntG_R9_TN.npy,True,EL042_EntG_R9_picture,15
2086,EL043,audio,LM,Hip_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_None_ERSP_Hip_L8_TN.npy,True,EL043_Hip_L8_audio,9
2087,EL043,audio,LM,Hip_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_None_ERSP_Hip_L9_TN.npy,True,EL043_Hip_L9_audio,9
2195,EL043,picture,LM,IOG_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\picture\EL043_picture_None_ERSP_IOG_L11_TN.npy,True,EL043_IOG_L11_picture,2
2202,EL043,picture,LM,IOG_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\picture\EL043_picture_None_ERSP_IOG_L6_TN.npy,True,EL043_IOG_L6_picture,14
2203,EL043,picture,LM,IOG_L7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\picture\EL043_picture_None_ERSP_IOG_L7_TN.npy,True,EL043_IOG_L7_picture,4
2204,EL043,picture,LM,IOG_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\picture\EL043_picture_None_ERSP_IOG_L8_TN.npy,True,EL043_IOG_L8_picture,13
2298,EL043,reading,LM,Hip_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_None_ERSP_Hip_L8_TN.npy,True,EL043_Hip_L8_reading,10
2299,EL043,reading,LM,Hip_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_None_ERSP_Hip_L9_TN.npy,True,EL043_Hip_L9_reading,7
2388,EL045,audio,LM,A_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_A_L10_TN.npy,True,EL045_A_L10_audio,19
2389,EL045,audio,LM,A_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_A_L11_TN.npy,True,EL045_A_L11_audio,20
2390,EL045,audio,LM,A_L12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_A_L12_TN.npy,True,EL045_A_L12_audio,19
2391,EL045,audio,LM,A_L1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_A_L1_TN.npy,True,EL045_A_L1_audio,11
2392,EL045,audio,LM,A_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_A_L2_TN.npy,True,EL045_A_L2_audio,11
2393,EL045,audio,LM,A_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_A_L3_TN.npy,True,EL045_A_L3_audio,19
2394,EL045,audio,LM,A_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_A_L4_TN.npy,True,EL045_A_L4_audio,11
2395,EL045,audio,LM,A_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_A_L5_TN.npy,True,EL045_A_L5_audio,7
2396,EL045,audio,LM,A_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_A_L6_TN.npy,True,EL045_A_L6_audio,19
2397,EL045,audio,LM,A_L7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_A_L7_TN.npy,True,EL045_A_L7_audio,7
2398,EL045,audio,LM,A_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_A_L8_TN.npy,True,EL045_A_L8_audio,11
2399,EL045,audio,LM,A_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_A_L9_TN.npy,True,EL045_A_L9_audio,11
2404,EL045,audio,LM,A_R14,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_A_R14_TN.npy,True,EL045_A_R14_audio,5
2405,EL045,audio,LM,A_R15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_A_R15_TN.npy,True,EL045_A_R15_audio,19
2406,EL045,audio,LM,A_R1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_A_R1_TN.npy,True,EL045_A_R1_audio,19
2407,EL045,audio,LM,A_R2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_A_R2_TN.npy,True,EL045_A_R2_audio,11
2408,EL045,audio,LM,A_R3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_A_R3_TN.npy,True,EL045_A_R3_audio,11
2409,EL045,audio,LM,A_R4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_A_R4_TN.npy,True,EL045_A_R4_audio,19
2410,EL045,audio,LM,A_R5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_A_R5_TN.npy,True,EL045_A_R5_audio,11
2411,EL045,audio,LM,A_R6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_A_R6_TN.npy,True,EL045_A_R6_audio,7
2412,EL045,audio,LM,A_R7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_A_R7_TN.npy,True,EL045_A_R7_audio,7
2414,EL045,audio,LM,A_R9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_A_R9_TN.npy,True,EL045_A_R9_audio,11
2415,EL045,audio,LM,aH_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_aH_L10_TN.npy,True,EL045_aH_L10_audio,20
2416,EL045,audio,LM,aH_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_aH_L11_TN.npy,True,EL045_aH_L11_audio,20
2417,EL045,audio,LM,aH_L12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_aH_L12_TN.npy,True,EL045_aH_L12_audio,18
2419,EL045,audio,LM,aH_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_aH_L2_TN.npy,True,EL045_aH_L2_audio,11
2420,EL045,audio,LM,aH_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_aH_L3_TN.npy,True,EL045_aH_L3_audio,9
2421,EL045,audio,LM,aH_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_aH_L4_TN.npy,True,EL045_aH_L4_audio,19
2422,EL045,audio,LM,aH_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_aH_L5_TN.npy,True,EL045_aH_L5_audio,11
2423,EL045,audio,LM,aH_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_aH_L6_TN.npy,True,EL045_aH_L6_audio,9
2424,EL045,audio,LM,aH_L7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_aH_L7_TN.npy,True,EL045_aH_L7_audio,7
2425,EL045,audio,LM,aH_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_aH_L8_TN.npy,True,EL045_aH_L8_audio,11
2426,EL045,audio,LM,aH_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_aH_L9_TN.npy,True,EL045_aH_L9_audio,5
2427,EL045,audio,LM,aH_R10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_aH_R10_TN.npy,True,EL045_aH_R10_audio,19
2428,EL045,audio,LM,aH_R11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_aH_R11_TN.npy,True,EL045_aH_R11_audio,18
2429,EL045,audio,LM,aH_R12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_aH_R12_TN.npy,True,EL045_aH_R12_audio,17
2430,EL045,audio,LM,aH_R13,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_aH_R13_TN.npy,True,EL045_aH_R13_audio,17
2431,EL045,audio,LM,aH_R1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_aH_R1_TN.npy,True,EL045_aH_R1_audio,19
2434,EL045,audio,LM,aH_R4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_aH_R4_TN.npy,True,EL045_aH_R4_audio,7
2435,EL045,audio,LM,aH_R5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_aH_R5_TN.npy,True,EL045_aH_R5_audio,19
2436,EL045,audio,LM,aH_R6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_aH_R6_TN.npy,True,EL045_aH_R6_audio,19
2437,EL045,audio,LM,aH_R7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_aH_R7_TN.npy,True,EL045_aH_R7_audio,11
2438,EL045,audio,LM,aH_R9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_aH_R9_TN.npy,True,EL045_aH_R9_audio,19
2439,EL045,audio,LM,EntG_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_EntG_L10_TN.npy,True,EL045_EntG_L10_audio,20
2440,EL045,audio,LM,EntG_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_EntG_L11_TN.npy,True,EL045_EntG_L11_audio,18
2441,EL045,audio,LM,EntG_L1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_EntG_L1_TN.npy,True,EL045_EntG_L1_audio,9
2442,EL045,audio,LM,EntG_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_EntG_L2_TN.npy,True,EL045_EntG_L2_audio,11
2443,EL045,audio,LM,EntG_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_EntG_L3_TN.npy,True,EL045_EntG_L3_audio,11
2444,EL045,audio,LM,EntG_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_EntG_L4_TN.npy,True,EL045_EntG_L4_audio,11
2445,EL045,audio,LM,EntG_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_EntG_L5_TN.npy,True,EL045_EntG_L5_audio,11
2446,EL045,audio,LM,EntG_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_EntG_L6_TN.npy,True,EL045_EntG_L6_audio,7
2447,EL045,audio,LM,EntG_L7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_EntG_L7_TN.npy,True,EL045_EntG_L7_audio,20
2448,EL045,audio,LM,EntG_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_EntG_L8_TN.npy,True,EL045_EntG_L8_audio,19
2449,EL045,audio,LM,EntG_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_EntG_L9_TN.npy,True,EL045_EntG_L9_audio,20
2450,EL045,audio,LM,pH_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_pH_L10_TN.npy,True,EL045_pH_L10_audio,11
2451,EL045,audio,LM,pH_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_pH_L11_TN.npy,True,EL045_pH_L11_audio,11
2452,EL045,audio,LM,pH_L12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_pH_L12_TN.npy,True,EL045_pH_L12_audio,3
2453,EL045,audio,LM,pH_L13,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_pH_L13_TN.npy,True,EL045_pH_L13_audio,19
2454,EL045,audio,LM,pH_L14,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_pH_L14_TN.npy,True,EL045_pH_L14_audio,20
2455,EL045,audio,LM,pH_L15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_pH_L15_TN.npy,True,EL045_pH_L15_audio,11
2458,EL045,audio,LM,pH_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_pH_L3_TN.npy,True,EL045_pH_L3_audio,11
2459,EL045,audio,LM,pH_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_pH_L4_TN.npy,True,EL045_pH_L4_audio,7
2461,EL045,audio,LM,pH_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_pH_L6_TN.npy,True,EL045_pH_L6_audio,20
2462,EL045,audio,LM,pH_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_pH_L8_TN.npy,True,EL045_pH_L8_audio,10
2463,EL045,audio,LM,pH_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_pH_L9_TN.npy,True,EL045_pH_L9_audio,11
2464,EL045,audio,LM,PlaT_L1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_PlaT_L1_TN.npy,True,EL045_PlaT_L1_audio,20
2465,EL045,audio,LM,PlaT_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_PlaT_L2_TN.npy,True,EL045_PlaT_L2_audio,19
2468,EL045,audio,LM,PlaT_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_PlaT_L5_TN.npy,True,EL045_PlaT_L5_audio,11
2469,EL045,audio,LM,PlaT_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_PlaT_L6_TN.npy,True,EL045_PlaT_L6_audio,17
2470,EL045,audio,LM,STG_L1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_STG_L1_TN.npy,True,EL045_STG_L1_audio,5
2471,EL045,audio,LM,STG_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_STG_L2_TN.npy,True,EL045_STG_L2_audio,20
2472,EL045,audio,LM,STG_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_STG_L3_TN.npy,True,EL045_STG_L3_audio,20
2473,EL045,audio,LM,STG_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_STG_L4_TN.npy,True,EL045_STG_L4_audio,12
2475,EL045,audio,LM,STG_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_STG_L6_TN.npy,True,EL045_STG_L6_audio,18
2476,EL045,audio,LM,STG_L7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_STG_L7_TN.npy,True,EL045_STG_L7_audio,17
2478,EL045,audio,LM,STG_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_STG_L9_TN.npy,True,EL045_STG_L9_audio,19
2483,EL045,audio,LM,TTG_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_TTG_L5_TN.npy,True,EL045_TTG_L5_audio,20
2485,EL045,audio,LM,TTG_L7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_TTG_L7_TN.npy,True,EL045_TTG_L7_audio,17
2486,EL045,audio,LM,TTG_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_TTG_L8_TN.npy,True,EL045_TTG_L8_audio,19
2487,EL045,audio,LM,TTG_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_None_ERSP_TTG_L9_TN.npy,True,EL045_TTG_L9_audio,19
2488,EL045,picture,LM,A_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_A_L10_TN.npy,True,EL045_A_L10_picture,20
2489,EL045,picture,LM,A_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_A_L11_TN.npy,True,EL045_A_L11_picture,20
2490,EL045,picture,LM,A_L12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_A_L12_TN.npy,True,EL045_A_L12_picture,17
2491,EL045,picture,LM,A_L1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_A_L1_TN.npy,True,EL045_A_L1_picture,20
2492,EL045,picture,LM,A_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_A_L2_TN.npy,True,EL045_A_L2_picture,3
2493,EL045,picture,LM,A_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_A_L3_TN.npy,True,EL045_A_L3_picture,15
2494,EL045,picture,LM,A_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_A_L4_TN.npy,True,EL045_A_L4_picture,10
2495,EL045,picture,LM,A_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_A_L5_TN.npy,True,EL045_A_L5_picture,3
2496,EL045,picture,LM,A_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_A_L6_TN.npy,True,EL045_A_L6_picture,20
2497,EL045,picture,LM,A_L7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_A_L7_TN.npy,True,EL045_A_L7_picture,18
2498,EL045,picture,LM,A_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_A_L8_TN.npy,True,EL045_A_L8_picture,19
2499,EL045,picture,LM,A_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_A_L9_TN.npy,True,EL045_A_L9_picture,20
2504,EL045,picture,LM,A_R14,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_A_R14_TN.npy,True,EL045_A_R14_picture,11
2505,EL045,picture,LM,A_R15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_A_R15_TN.npy,True,EL045_A_R15_picture,20
2510,EL045,picture,LM,A_R5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_A_R5_TN.npy,True,EL045_A_R5_picture,17
2511,EL045,picture,LM,A_R6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_A_R6_TN.npy,True,EL045_A_R6_picture,17
2512,EL045,picture,LM,A_R7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_A_R7_TN.npy,True,EL045_A_R7_picture,20
2515,EL045,picture,LM,aH_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_aH_L10_TN.npy,True,EL045_aH_L10_picture,20
2516,EL045,picture,LM,aH_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_aH_L11_TN.npy,True,EL045_aH_L11_picture,17
2517,EL045,picture,LM,aH_L12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_aH_L12_TN.npy,True,EL045_aH_L12_picture,19
2519,EL045,picture,LM,aH_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_aH_L2_TN.npy,True,EL045_aH_L2_picture,20
2520,EL045,picture,LM,aH_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_aH_L3_TN.npy,True,EL045_aH_L3_picture,3
2521,EL045,picture,LM,aH_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_aH_L4_TN.npy,True,EL045_aH_L4_picture,17
2522,EL045,picture,LM,aH_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_aH_L5_TN.npy,True,EL045_aH_L5_picture,19
2523,EL045,picture,LM,aH_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_aH_L6_TN.npy,True,EL045_aH_L6_picture,17
2524,EL045,picture,LM,aH_L7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_aH_L7_TN.npy,True,EL045_aH_L7_picture,19
2525,EL045,picture,LM,aH_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_aH_L8_TN.npy,True,EL045_aH_L8_picture,20
