k,row_fold,col_fold,var_explained,feature_set,method,method_label,space,scheme,n,p
12,3,0,0.5174543299839216,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
12,3,1,0.5384384686607595,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
12,3,2,0.529109009602833,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
12,3,3,0.5262715777021135,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
13,0,0,0.5264462799306862,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
13,0,1,0.5494457159899467,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
13,0,2,0.5325330912063733,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
13,0,3,0.5409774217949985,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
13,1,0,0.5385290466510171,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
13,1,1,0.5607823868717453,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
13,1,2,0.5445410902790286,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
13,1,3,0.554514438644435,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
13,2,0,0.5339544666985814,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
13,2,1,0.5588290632569013,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
13,2,2,0.5478473287017624,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
13,2,3,0.552569633579899,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
13,3,0,0.5161214583893263,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
13,3,1,0.5337639883755259,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
13,3,2,0.5213387548658357,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
13,3,3,0.5255886438220565,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
14,0,0,0.5253723895697147,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
14,0,1,0.5463365982105564,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
14,0,2,0.5317785695395522,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
14,0,3,0.5360195329437231,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
14,1,0,0.5287753764873673,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
14,1,1,0.55108759094331,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
14,1,2,0.5441348284540557,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
14,1,3,0.555108798557908,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
14,2,0,0.5319296992253474,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
14,2,1,0.5577052437975598,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
14,2,2,0.5467423345499356,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
14,2,3,0.5493530145888845,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
14,3,0,0.5104023593012277,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
14,3,1,0.5322787238932973,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
14,3,2,0.5270455780347978,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
14,3,3,0.5219696588603275,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
15,0,0,0.5234320588367405,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
15,0,1,0.5378620620030432,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
15,0,2,0.5246881646365338,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
15,0,3,0.5370454540890872,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
15,1,0,0.5272266574224478,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
15,1,1,0.5448303445152112,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
15,1,2,0.5346744302350314,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
15,1,3,0.5427037360199307,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
15,2,0,0.5286975261478335,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
15,2,1,0.5429398704325239,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
15,2,2,0.538253637547724,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
15,2,3,0.5413609328403257,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
15,3,0,0.5088454758849714,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
15,3,1,0.5261064873249303,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
15,3,2,0.5260311022230553,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
15,3,3,0.5153007494221847,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
16,0,0,0.5145978798207211,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
16,0,1,0.5358901776745881,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
16,0,2,0.5168327558101276,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
16,0,3,0.5287676924633145,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
16,1,0,0.5228459980821116,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
16,1,1,0.5390013893462091,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
16,1,2,0.5329417112652763,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
16,1,3,0.5401861299963251,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
16,2,0,0.5298532107367921,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
16,2,1,0.539998087263116,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
