feature_set,scheme,method_label,k,mean,std,count
concat_rawds,unit-norm,convex NMF,14,0.4487643523739646,0.015579139710771371,16
concat_rawds,unit-norm,convex NMF,16,0.44520702927431954,0.01516518360260141,16
concat_rawds,unit-norm,convex NMF,18,0.44085689223248203,0.014228798537739134,16
concat_rawds,unit-norm,convex NMF,20,0.4350394864280001,0.013499539892436076,16
concat_rawds,unit-norm,k-means,2,0.19179206839178825,0.015326891567557331,16
concat_rawds,unit-norm,k-means,3,0.23529852067892248,0.017854051523526603,16
concat_rawds,unit-norm,k-means,4,0.26530412475202464,0.016169113471098884,16
concat_rawds,unit-norm,k-means,5,0.28665885481309783,0.016029919795056864,16
concat_rawds,unit-norm,k-means,6,0.30024395288747296,0.01565791345555059,16
concat_rawds,unit-norm,k-means,7,0.3150763076075231,0.01505158703914267,16
concat_rawds,unit-norm,k-means,8,0.32318310881434575,0.01660671341848911,16
concat_rawds,unit-norm,k-means,10,0.34064366347273806,0.013021146029624446,16
concat_rawds,unit-norm,k-means,12,0.36111257889859527,0.012670830608079048,16
concat_rawds,unit-norm,k-means,14,0.3759442959693429,0.012604679585785285,16
concat_rawds,unit-norm,k-means,16,0.3876569697572951,0.014596760292554647,16
concat_rawds,unit-norm,k-means,18,0.3995841070107352,0.016010623250143116,16
concat_rawds,unit-norm,k-means,20,0.40976475217508446,0.017299401202633072,16
